,winner,gameDuration,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills
310,blue,1475,red,red,blue,blue,red,red,5,1,1,1,0,6,1,0,2,1
311,blue,3548,blue,red,red,red,blue,blue,8,1,0,3,1,10,3,1,2,0
312,red,2106,red,blue,blue,red,blue,blue,6,1,0,1,1,8,1,1,2,0
313,blue,1874,red,red,blue,nobody,red,red,8,1,0,2,0,3,0,0,2,1
314,red,2045,red,red,red,red,blue,red,2,0,0,2,0,8,1,1,1,1
315,red,2959,blue,blue,red,red,blue,red,5,0,0,3,0,11,6,3,3,1
316,red,2661,blue,blue,blue,red,red,nobody,6,3,0,1,0,10,2,1,3,0
317,blue,1616,red,blue,blue,nobody,blue,nobody,10,2,0,2,0,0,0,0,0,0
318,blue,1639,blue,blue,blue,nobody,blue,blue,10,1,0,2,1,0,0,0,0,0
319,blue,1441,red,blue,blue,nobody,blue,blue,5,1,0,2,1,1,0,0,0,0
320,blue,1399,blue,blue,blue,nobody,blue,nobody,11,3,0,2,0,1,0,0,0,0
321,red,1167,blue,red,nobody,nobody,nobody,red,1,0,0,0,0,5,0,0,0,1
322,blue,1461,blue,blue,blue,blue,blue,nobody,7,1,1,2,0,0,0,0,0,0
323,red,1797,red,red,red,red,red,red,0,0,0,0,0,11,4,1,3,1
324,red,1849,blue,red,red,nobody,red,blue,4,0,0,0,1,9,2,0,1,0
325,red,1446,red,blue,nobody,nobody,blue,nobody,3,0,0,2,0,3,0,0,0,0
326,blue,2308,red,blue,blue,blue,blue,blue,11,5,2,4,1,1,0,0,0,0
327,blue,2167,red,blue,blue,blue,blue,nobody,8,1,1,3,0,2,0,0,1,0
328,blue,1065,blue,blue,blue,nobody,blue,nobody,7,1,0,1,0,0,0,0,0,0
329,red,2073,red,red,red,nobody,blue,nobody,4,0,0,1,0,8,1,0,3,0
330,red,1264,red,red,nobody,nobody,red,red,0,0,0,0,0,7,0,0,2,1
331,blue,1516,red,blue,blue,nobody,blue,blue,9,2,0,1,1,1,0,0,1,0
332,red,1468,red,red,nobody,nobody,red,red,0,0,0,0,0,8,0,0,1,1
333,blue,2562,red,blue,blue,blue,blue,nobody,11,2,2,4,0,5,1,0,0,0
334,red,2014,red,red,red,red,blue,blue,3,0,0,1,1,7,1,1,1,0
335,blue,1723,blue,blue,nobody,nobody,red,nobody,5,0,0,1,0,2,0,0,2,0
336,blue,1378,blue,blue,blue,nobody,red,blue,7,1,0,2,1,1,0,0,1,0
337,red,1007,red,red,nobody,nobody,red,red,1,0,0,0,0,4,0,0,1,1
338,blue,1714,blue,red,blue,blue,blue,nobody,10,1,1,3,0,4,0,0,0,0
339,red,2023,blue,blue,red,red,red,nobody,6,0,1,0,0,8,2,1,3,0
340,red,2058,blue,red,blue,blue,red,red,6,1,1,2,0,9,1,1,1,1
341,red,2184,red,red,red,red,red,red,3,0,0,2,0,8,1,1,2,1
342,red,2649,blue,blue,blue,red,red,nobody,7,1,0,1,0,7,2,1,3,0
343,red,1277,blue,red,nobody,nobody,red,nobody,0,0,0,0,0,5,0,0,1,0
344,blue,1400,blue,blue,blue,nobody,blue,blue,7,1,0,2,1,0,0,0,0,0
345,blue,2022,blue,red,blue,blue,red,blue,8,1,1,2,1,4,0,0,2,0
346,blue,2241,blue,blue,blue,blue,blue,red,11,4,1,4,0,4,0,0,0,1
347,blue,1331,red,blue,nobody,nobody,blue,nobody,5,0,0,2,0,2,0,0,0,0
348,red,2010,red,blue,red,red,blue,nobody,2,0,0,1,0,10,2,1,1,0
349,red,1809,blue,red,red,nobody,red,red,1,0,0,0,0,11,1,0,3,1
350,blue,1696,blue,blue,blue,blue,blue,blue,10,2,1,3,1,0,0,0,0,0
351,blue,1695,blue,blue,blue,nobody,blue,nobody,11,3,0,3,0,0,0,0,0,0
352,red,1801,red,red,red,nobody,blue,nobody,4,0,0,1,0,9,2,0,2,0
353,red,1547,red,red,red,nobody,blue,red,1,0,0,1,0,7,2,0,1,1
354,red,1523,red,red,red,red,blue,red,1,0,0,2,0,10,2,1,1,1
355,blue,2528,blue,blue,blue,blue,red,nobody,9,1,1,3,0,1,0,0,1,0
356,red,2621,blue,red,red,red,red,nobody,5,0,0,1,0,10,4,2,4,0
357,blue,2352,blue,blue,blue,blue,blue,blue,10,2,1,2,1,4,0,0,2,0
358,red,1752,blue,red,red,nobody,red,blue,0,0,0,0,1,9,2,0,2,0
359,red,1322,red,red,red,nobody,red,red,0,0,0,0,0,9,2,0,2,1
360,red,1635,red,red,red,red,red,red,2,0,0,0,0,9,2,1,3,1
361,red,2082,red,blue,red,red,red,nobody,4,0,0,2,0,10,2,1,1,0
362,blue,2811,blue,red,blue,blue,red,nobody,10,2,2,0,0,7,1,0,5,0
363,blue,1574,blue,blue,blue,blue,blue,blue,11,3,1,2,1,0,0,0,1,0
364,red,1507,red,red,red,nobody,red,nobody,2,0,0,0,0,11,2,0,2,0
365,red,1923,red,blue,red,nobody,red,nobody,4,0,0,0,0,7,1,0,2,0
366,blue,1985,red,blue,blue,nobody,blue,nobody,10,2,0,2,0,1,0,0,0,0
367,red,1662,red,red,red,nobody,red,nobody,0,0,0,0,0,11,3,0,2,0
368,red,204,red,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
369,red,1350,red,red,red,nobody,red,nobody,2,0,0,0,0,9,1,0,2,0
370,blue,1741,blue,blue,blue,blue,blue,nobody,9,3,1,3,0,2,0,0,0,0
371,red,1712,red,blue,red,nobody,red,blue,3,0,0,0,1,8,2,0,2,0
372,red,1989,red,blue,red,red,blue,red,2,0,0,1,0,11,4,2,2,1
373,blue,1866,blue,red,blue,blue,red,blue,11,3,1,2,1,3,0,0,1,0
374,red,2321,blue,blue,red,red,red,nobody,4,0,0,3,0,11,4,2,1,0
375,blue,1530,blue,blue,blue,nobody,blue,blue,9,1,0,2,1,1,0,0,0,0
376,blue,2444,red,blue,blue,red,blue,blue,11,4,0,3,1,5,0,1,1,0
377,blue,195,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
378,blue,3691,red,red,red,blue,blue,nobody,9,2,1,4,0,11,7,1,2,0
379,blue,1982,red,red,blue,red,blue,nobody,10,2,0,3,0,3,0,1,0,0
380,red,2370,blue,blue,red,red,red,red,6,0,0,1,0,11,3,1,3,1
381,blue,2137,blue,blue,blue,blue,blue,nobody,11,2,1,4,0,1,0,0,0,0
382,blue,2092,blue,red,blue,red,red,blue,8,1,1,2,1,6,0,1,1,0
383,red,1956,red,red,red,red,red,nobody,0,0,0,0,0,10,2,1,3,0
384,red,2479,red,blue,red,blue,blue,blue,5,0,1,2,1,11,4,1,2,0
385,red,2029,red,red,red,red,blue,nobody,3,0,0,2,0,10,2,1,1,0
386,red,2158,red,red,red,nobody,red,red,2,0,0,1,0,9,2,0,2,1
387,red,1904,red,red,red,nobody,red,red,0,0,0,0,0,10,2,0,4,1
388,red,1556,red,blue,red,red,blue,nobody,3,0,0,1,0,7,1,1,1,0
389,red,1607,blue,blue,red,nobody,red,nobody,1,0,0,0,0,6,1,0,2,0
390,red,1916,blue,blue,red,nobody,red,nobody,2,0,0,0,0,9,1,0,3,0
391,blue,2667,blue,red,blue,blue,blue,blue,11,3,2,4,1,3,0,0,0,0
392,red,1111,red,red,nobody,nobody,red,red,1,0,0,0,0,4,0,0,1,1
393,red,2148,red,red,red,red,red,nobody,1,0,0,2,0,11,4,2,2,0
394,blue,1725,red,blue,blue,blue,red,red,10,1,1,1,0,2,0,0,2,1
395,red,2468,red,red,red,red,red,red,3,0,0,1,0,11,2,1,4,1
396,red,1841,blue,red,blue,red,blue,red,5,1,0,4,0,6,1,1,0,1
397,red,1714,blue,red,red,red,blue,nobody,3,0,0,1,0,6,1,1,1,0
398,red,1951,blue,blue,blue,nobody,red,nobody,8,2,0,0,0,7,1,0,3,0
399,red,1989,blue,blue,red,blue,blue,nobody,4,0,1,1,0,8,1,0,2,0
400,blue,2484,red,red,red,red,red,blue,9,1,0,0,1,10,2,1,3,0
401,red,1959,red,red,red,red,red,red,1,0,0,0,0,10,3,1,2,1
402,blue,1844,red,blue,blue,nobody,red,red,11,2,0,0,0,2,0,0,2,1
403,blue,1441,blue,blue,blue,blue,blue,blue,9,2,1,2,1,1,0,0,0,0
404,red,2105,red,red,red,nobody,red,nobody,0,0,0,0,0,10,2,0,3,0
405,blue,1230,blue,blue,nobody,nobody,blue,blue,4,0,0,2,1,0,0,0,0,0
406,red,1418,blue,red,red,nobody,red,nobody,0,0,0,0,0,10,2,0,2,0
407,red,1282,red,red,red,nobody,red,red,0,0,0,0,0,11,2,0,2,1
408,red,2336,red,red,red,red,blue,nobody,3,0,1,3,0,11,5,1,2,0
409,red,1639,red,red,red,red,blue,nobody,1,0,0,2,0,8,1,1,0,0
410,red,2019,red,red,red,red,red,nobody,3,0,0,0,0,9,1,1,2,0
411,red,1820,red,blue,red,red,red,red,2,0,0,1,0,7,2,2,1,1
412,blue,1358,blue,blue,blue,nobody,blue,blue,9,2,0,2,1,0,0,0,0,0
413,blue,2841,blue,red,blue,blue,blue,nobody,9,3,2,4,0,6,2,0,2,0
414,red,2449,blue,blue,blue,red,blue,nobody,5,1,0,3,0,10,3,2,2,0
415,blue,1461,blue,blue,blue,nobody,red,blue,7,1,0,0,1,0,0,0,2,0
416,blue,2114,red,blue,blue,nobody,blue,nobody,10,2,0,2,0,3,0,0,1,0
417,red,2170,blue,blue,red,blue,blue,nobody,4,0,1,2,0,10,3,1,2,0
418,red,1510,red,red,red,nobody,red,red,1,0,0,0,0,11,3,0,3,1
419,blue,2041,blue,red,blue,blue,blue,nobody,10,2,1,2,0,5,0,0,0,0
420,red,1356,blue,red,red,red,blue,red,0,0,0,1,0,9,2,1,0,1
421,blue,1715,red,red,blue,nobody,red,blue,10,2,0,1,1,1,0,0,1,0
422,blue,1949,blue,blue,blue,blue,red,blue,11,4,1,1,1,0,0,0,1,0
423,blue,1640,blue,blue,blue,blue,blue,blue,10,2,1,2,1,0,0,0,0,0
424,blue,1666,red,blue,blue,blue,blue,red,9,2,1,1,0,0,0,0,0,1
425,red,1231,red,red,red,nobody,blue,red,0,0,0,1,0,5,1,0,1,1
426,blue,1791,red,red,blue,blue,blue,blue,11,4,2,2,1,4,0,0,0,0
427,blue,1997,red,red,blue,blue,red,nobody,11,3,1,2,0,3,0,0,1,0
428,blue,1679,red,blue,blue,nobody,blue,red,6,1,0,2,0,2,0,0,1,1
429,blue,2995,red,blue,blue,red,red,nobody,11,5,0,2,0,6,0,2,2,0
430,blue,2115,red,blue,blue,red,red,blue,8,1,1,3,1,5,0,1,1,0
431,blue,2006,red,blue,red,red,blue,nobody,10,2,0,2,0,4,1,1,0,0
432,blue,2033,blue,blue,blue,blue,red,nobody,11,2,1,1,0,1,0,0,3,0
433,blue,2221,red,red,red,blue,red,nobody,9,2,1,3,0,7,2,0,1,0
434,blue,1250,blue,blue,blue,nobody,blue,red,9,2,0,2,0,1,0,0,0,1
435,red,2016,blue,red,red,nobody,red,nobody,2,0,0,0,0,11,3,0,2,0
436,red,1230,blue,red,red,nobody,nobody,nobody,1,0,0,0,0,8,1,0,0,0
437,blue,1461,blue,blue,blue,blue,red,red,11,3,1,1,0,0,0,0,1,1
438,red,2306,blue,blue,red,red,blue,blue,6,0,0,1,1,9,1,1,4,0
439,red,1363,blue,red,nobody,nobody,red,nobody,1,0,0,0,0,5,0,0,2,0
440,blue,1128,blue,blue,blue,nobody,blue,nobody,10,2,0,2,0,0,0,0,0,0
441,red,1304,red,red,nobody,nobody,red,nobody,1,0,0,0,0,6,0,0,1,0
442,red,2043,blue,blue,red,blue,blue,nobody,7,0,1,2,0,9,2,0,0,0
443,red,2129,red,red,red,red,blue,red,2,0,0,1,0,9,2,1,3,1
444,red,2299,red,red,red,red,blue,nobody,3,0,0,1,0,11,4,1,3,0
445,blue,1661,blue,blue,blue,nobody,blue,nobody,9,2,0,2,0,0,0,0,0,0
446,red,2799,blue,blue,red,red,red,nobody,3,0,0,0,0,11,5,1,4,0
447,blue,2065,red,red,blue,red,red,nobody,6,1,0,0,0,4,0,1,2,0
448,blue,1920,blue,blue,blue,nobody,red,nobody,10,1,0,1,0,2,0,0,1,0
449,red,1129,red,red,nobody,nobody,red,nobody,0,0,0,0,0,3,0,0,1,0
450,blue,1240,blue,blue,blue,nobody,blue,blue,10,2,0,2,1,1,0,0,0,0
451,blue,197,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
452,red,1604,red,red,red,red,red,nobody,1,0,0,0,0,9,2,1,1,0
453,blue,1619,red,blue,blue,nobody,blue,red,8,2,0,1,0,1,0,0,0,1
454,red,1931,red,red,red,red,red,red,0,0,0,0,0,11,3,1,3,1
455,blue,1521,red,blue,blue,blue,blue,blue,9,2,1,1,1,1,0,0,1,0
456,red,2345,blue,blue,blue,red,red,blue,6,2,0,2,1,9,1,2,2,0
457,red,1686,red,red,red,red,red,red,3,0,0,1,0,11,3,1,1,1
458,blue,1469,blue,blue,blue,nobody,blue,blue,7,2,0,2,1,0,0,0,0,0
459,red,2622,blue,blue,blue,red,blue,blue,9,3,0,5,1,8,1,3,1,0
460,red,2405,blue,red,red,red,blue,blue,7,0,0,3,1,10,2,2,0,0
461,blue,1628,blue,blue,blue,blue,blue,blue,10,1,1,2,1,2,0,0,1,0
462,red,1894,red,red,red,red,red,blue,3,0,0,0,1,9,2,1,4,0
463,blue,2258,blue,blue,blue,blue,red,red,9,2,2,1,0,4,0,0,2,1
464,blue,2331,red,red,blue,red,red,nobody,9,1,0,2,0,5,0,2,2,0
465,blue,2152,blue,red,red,red,red,nobody,8,1,0,2,0,6,2,1,1,0
466,red,2264,red,red,blue,blue,red,blue,4,1,2,1,1,9,2,0,3,0
467,red,193,red,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
468,red,1969,blue,red,red,red,red,red,1,0,0,1,0,9,1,1,3,1
469,red,2480,blue,red,blue,red,red,nobody,7,1,0,1,0,7,1,1,3,0
470,red,2081,red,blue,red,blue,red,blue,4,0,1,1,1,10,2,0,3,0
471,red,1747,red,red,red,nobody,red,red,3,0,0,0,0,11,3,0,2,1
472,blue,2189,blue,blue,blue,blue,red,nobody,9,2,1,0,0,3,0,1,2,0
473,blue,198,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
474,red,1727,blue,red,red,nobody,blue,nobody,0,0,0,1,0,11,3,0,0,0
475,red,2568,blue,red,red,red,red,nobody,1,0,0,0,0,10,3,1,5,0
476,blue,2175,red,red,blue,red,blue,red,10,2,0,2,0,4,0,1,0,1
477,red,2197,red,blue,red,red,blue,nobody,5,0,0,2,0,10,3,2,2,0
478,red,2347,red,blue,blue,red,blue,nobody,6,1,0,3,0,10,2,1,1,0
479,red,2031,red,red,red,red,red,red,0,0,0,0,0,11,3,1,4,1
480,red,1444,red,blue,nobody,nobody,red,red,2,0,0,0,0,4,0,0,2,1
481,blue,1524,red,blue,blue,blue,red,blue,7,2,1,0,1,1,0,0,1,0
482,blue,1453,blue,blue,blue,blue,blue,blue,10,3,1,3,1,2,0,0,0,0
483,red,1883,red,red,red,red,red,red,3,0,0,1,0,9,2,1,2,1
484,red,2542,blue,red,red,red,red,nobody,3,0,0,1,0,11,4,1,4,0
485,red,1467,red,blue,red,nobody,red,red,4,0,0,0,0,7,1,0,3,1
486,blue,1149,blue,blue,blue,nobody,blue,blue,11,3,0,1,1,0,0,0,0,0
487,red,1982,red,red,red,red,blue,nobody,1,0,0,2,0,9,2,1,1,0
488,red,1437,red,red,red,red,red,red,4,0,0,0,0,7,2,1,1,1
489,red,2092,red,blue,red,red,red,nobody,5,1,0,0,0,10,2,1,3,0
490,blue,2892,red,blue,blue,blue,blue,nobody,11,4,1,3,0,4,0,0,1,0
491,red,1954,red,red,blue,red,blue,blue,7,1,0,2,1,8,1,1,2,0
492,blue,1572,blue,blue,blue,nobody,blue,blue,7,1,0,3,1,1,0,0,0,0
493,red,2075,blue,red,red,red,red,red,2,0,0,0,0,8,2,1,3,1
494,blue,2376,blue,blue,blue,red,blue,blue,8,1,0,4,1,4,0,1,0,0
495,red,1714,blue,red,red,nobody,red,red,1,0,0,0,0,7,2,0,3,1
496,blue,1519,blue,blue,blue,blue,red,blue,7,1,1,1,1,1,0,0,1,0
497,blue,2019,red,red,blue,nobody,red,nobody,5,1,0,1,0,4,0,0,1,0
498,blue,967,red,blue,nobody,nobody,nobody,blue,2,0,0,0,1,0,0,0,0,0
499,blue,925,blue,blue,nobody,nobody,red,nobody,2,0,0,0,0,0,0,0,1,0
500,blue,1795,blue,blue,blue,blue,blue,nobody,11,2,1,3,0,3,0,0,0,0
501,red,2339,red,red,blue,red,red,blue,7,1,0,2,1,7,1,1,3,0
502,red,1902,blue,blue,red,blue,blue,nobody,4,0,1,2,0,8,2,0,1,0
503,blue,2084,red,blue,nobody,red,blue,nobody,4,0,0,3,0,4,0,1,0,0
504,blue,2383,red,red,blue,red,red,red,10,3,0,3,0,4,0,1,2,1
505,blue,1410,blue,blue,blue,nobody,blue,red,8,1,0,1,0,3,0,0,1,1
506,red,2086,red,red,red,red,red,nobody,3,0,0,1,0,11,3,1,2,0
507,blue,2265,blue,red,blue,blue,red,blue,7,2,2,3,1,5,0,0,1,0
508,red,1467,red,red,red,red,blue,nobody,0,0,0,1,0,8,1,1,1,0
509,red,1588,red,red,red,red,red,red,0,0,0,0,0,11,3,1,2,1
510,red,1569,red,red,red,nobody,red,red,1,0,0,0,0,11,2,0,3,1
511,blue,197,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
512,red,1965,blue,red,red,red,red,red,1,0,0,1,0,11,3,1,3,1
513,blue,1987,red,blue,nobody,blue,red,nobody,6,0,1,2,0,4,0,0,1,0
514,blue,1652,red,blue,nobody,nobody,blue,red,3,0,0,1,0,2,0,0,1,1
515,red,1964,blue,blue,red,red,blue,nobody,6,0,0,1,0,7,1,1,2,0
516,red,1850,blue,blue,nobody,nobody,red,nobody,3,0,0,0,0,4,0,0,1,0
517,blue,1753,blue,blue,blue,nobody,blue,nobody,10,2,0,3,0,2,0,0,0,0
518,red,1731,blue,red,red,red,red,nobody,0,0,0,0,0,11,2,1,2,0
519,blue,1841,red,blue,red,red,red,red,8,1,1,0,0,6,1,1,2,1
520,blue,1895,blue,blue,blue,blue,blue,blue,10,2,1,3,1,2,0,0,0,0
521,blue,1604,blue,red,blue,nobody,red,nobody,9,1,0,1,0,3,0,0,1,0
522,blue,1381,red,blue,blue,nobody,blue,blue,7,1,0,2,1,0,0,0,0,0
523,red,2210,blue,blue,red,red,blue,blue,2,0,0,2,1,9,2,1,2,0
524,blue,203,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
525,blue,2074,red,blue,red,red,red,nobody,5,1,0,0,0,8,2,1,3,0
526,blue,2058,blue,blue,blue,blue,blue,red,9,3,1,3,0,2,0,0,1,1
527,blue,1754,blue,blue,blue,blue,blue,blue,11,4,1,3,1,1,0,0,0,0
528,blue,1224,blue,blue,blue,nobody,blue,nobody,10,2,0,1,0,0,0,0,0,0
529,blue,1282,blue,blue,blue,nobody,red,blue,11,1,0,1,1,0,0,0,1,0
530,blue,2003,blue,blue,blue,red,red,red,9,2,0,2,0,4,0,1,1,1
531,red,1692,blue,red,red,nobody,red,red,2,0,0,0,0,11,3,0,1,1
532,blue,2339,blue,blue,red,red,blue,red,9,1,1,3,0,5,1,1,1,1
533,red,1759,red,red,red,nobody,red,nobody,3,0,0,0,0,9,2,0,2,0
534,red,1879,blue,red,blue,red,red,nobody,4,1,0,1,0,7,1,1,2,0
535,red,2074,red,blue,red,red,red,nobody,6,0,0,1,0,8,1,2,2,0
536,red,911,red,red,nobody,nobody,red,nobody,0,0,0,0,0,3,0,0,2,0
537,blue,1639,red,blue,blue,nobody,blue,blue,10,2,0,2,1,0,0,0,0,0
538,red,1209,red,red,red,nobody,red,nobody,0,0,0,0,0,11,2,0,1,0
539,red,2510,red,red,blue,blue,red,nobody,9,4,2,1,0,7,1,0,3,0
540,red,1880,blue,blue,red,nobody,red,red,2,0,0,0,0,7,2,0,4,1
541,red,2143,blue,red,red,blue,red,nobody,5,1,1,0,0,9,2,0,2,0
542,blue,2157,red,red,red,red,blue,blue,8,1,1,3,1,9,1,1,1,0
543,red,1311,red,red,red,nobody,red,red,0,0,0,0,0,11,3,0,2,1
544,red,2434,blue,blue,red,red,red,nobody,4,0,0,1,0,9,1,1,3,0
545,red,1409,red,red,red,nobody,red,nobody,1,0,0,0,0,7,1,0,2,0
546,red,1880,blue,red,red,blue,red,red,5,0,1,2,0,9,1,1,1,1
547,red,1352,red,red,red,nobody,red,red,1,0,0,0,0,9,2,0,2,1
548,red,1120,blue,red,red,nobody,red,red,2,0,0,0,0,6,1,0,1,1
549,red,2440,blue,blue,blue,blue,red,red,7,1,1,1,0,9,1,0,3,1
550,blue,1967,red,blue,blue,blue,red,nobody,11,2,1,1,0,3,1,0,1,0
551,red,1802,red,blue,red,red,blue,nobody,3,0,0,4,0,7,2,1,0,0
552,red,1863,blue,blue,red,red,blue,red,5,0,0,1,0,6,1,1,1,1
553,blue,1830,red,blue,blue,blue,blue,blue,10,2,1,2,1,0,0,0,1,0
554,red,1665,red,red,red,red,red,red,0,0,0,0,0,10,2,1,3,1
555,blue,2603,blue,red,blue,blue,blue,nobody,11,3,1,5,0,5,1,0,0,0
556,blue,1444,blue,blue,blue,nobody,blue,blue,10,2,0,2,1,0,0,0,0,0
557,blue,1843,red,blue,blue,nobody,blue,nobody,9,1,0,3,0,1,0,0,0,0
558,blue,1640,red,blue,blue,blue,blue,red,11,3,1,3,0,3,0,0,0,1
559,blue,1341,red,blue,blue,nobody,blue,nobody,9,2,0,2,0,0,0,0,0,0
560,blue,1393,blue,blue,nobody,nobody,red,nobody,5,0,0,0,0,2,0,0,2,0
561,red,1239,red,red,nobody,nobody,red,red,0,0,0,0,0,5,0,0,2,1
562,red,1518,blue,red,red,red,red,red,0,0,0,0,0,11,2,1,2,1
563,red,1729,red,red,red,nobody,red,nobody,1,0,0,0,0,10,1,0,2,0
564,red,1648,red,red,red,nobody,blue,nobody,1,0,0,1,0,10,2,0,0,0
565,blue,2589,red,red,blue,blue,blue,red,11,5,1,2,0,5,0,1,1,1
566,red,1488,blue,blue,red,red,red,nobody,3,0,0,0,0,9,1,1,2,0
567,red,1592,blue,red,red,red,red,red,1,0,0,0,0,9,2,1,3,1
568,blue,2089,blue,red,blue,blue,blue,red,7,1,1,3,0,4,0,0,1,1
569,red,1359,red,red,red,nobody,red,red,0,0,0,0,0,10,2,0,2,1
570,red,1989,blue,red,blue,red,red,blue,7,1,0,3,1,8,1,1,1,0
571,blue,1552,blue,blue,blue,nobody,blue,nobody,6,1,0,2,0,1,0,0,0,0
572,red,1736,blue,blue,red,red,red,blue,4,0,0,0,1,7,1,1,2,0
573,red,1417,red,red,red,nobody,red,red,0,0,0,0,0,8,1,0,2,1
574,red,1416,red,red,red,red,blue,red,2,0,0,1,0,10,2,1,2,1
575,blue,1835,red,blue,nobody,nobody,blue,nobody,7,0,0,3,0,3,0,0,0,0
576,red,939,red,red,nobody,nobody,red,nobody,0,0,0,0,0,4,0,0,1,0
577,blue,2245,blue,blue,blue,blue,blue,blue,9,2,1,3,1,1,0,0,0,0
578,blue,1508,blue,red,blue,blue,red,nobody,10,2,1,1,0,3,0,0,1,0
579,red,1862,blue,red,red,red,blue,blue,3,0,0,3,1,10,2,1,1,0
580,red,2226,red,red,red,red,blue,blue,2,0,0,3,1,11,3,2,1,0
581,blue,1739,red,blue,blue,nobody,blue,nobody,11,5,0,2,0,0,0,0,0,0
582,red,2411,blue,blue,blue,red,red,red,6,1,0,1,0,10,3,2,3,1
583,red,2113,red,blue,blue,red,red,red,7,1,0,1,0,8,1,1,3,1
584,blue,2691,red,blue,blue,red,blue,nobody,9,3,1,3,0,8,1,1,0,0
585,red,1512,red,red,red,nobody,red,red,1,0,0,0,0,11,3,0,2,1
586,red,1662,red,red,nobody,red,red,nobody,1,0,0,0,0,8,0,1,3,0
587,red,1999,blue,red,red,nobody,red,red,2,0,0,0,0,10,3,0,4,1
588,red,2157,blue,blue,red,blue,blue,red,3,0,1,3,0,9,2,0,0,1
589,red,2625,blue,blue,blue,blue,blue,blue,9,2,2,3,1,8,1,0,2,0
590,blue,2280,blue,blue,blue,blue,blue,nobody,9,2,1,3,0,3,0,0,1,0
591,blue,1834,blue,blue,blue,blue,blue,nobody,10,2,1,1,0,2,0,0,1,0
592,blue,2063,blue,blue,blue,blue,red,blue,10,2,2,1,1,3,0,0,2,0
593,red,1456,blue,red,red,nobody,red,red,0,0,0,0,0,9,1,0,2,1
594,red,1787,blue,blue,red,nobody,red,nobody,4,0,0,1,0,11,3,0,2,0
595,blue,2091,blue,blue,blue,nobody,blue,nobody,9,2,0,2,0,2,0,0,0,0
596,red,1876,blue,red,red,red,red,nobody,3,0,0,1,0,7,1,1,3,0
597,blue,1858,blue,blue,blue,blue,blue,red,9,2,1,2,0,4,0,0,0,1
598,blue,1430,blue,blue,blue,blue,red,red,8,1,1,0,0,4,0,0,1,1
599,blue,2106,red,blue,blue,nobody,blue,nobody,9,1,0,3,0,4,0,0,0,0
600,red,2182,red,red,red,red,blue,nobody,3,0,0,1,0,10,2,1,3,0
601,red,2593,blue,blue,blue,red,red,blue,8,2,2,2,1,10,1,1,2,0
602,blue,2018,red,red,blue,blue,red,nobody,9,1,1,1,0,3,0,0,1,0
603,blue,1812,blue,blue,blue,blue,blue,blue,10,2,1,3,1,2,0,0,0,0
604,red,1797,red,red,red,nobody,blue,nobody,2,0,0,1,0,9,2,0,2,0
605,blue,1875,blue,blue,blue,blue,blue,nobody,10,2,1,2,0,0,0,0,0,0
606,red,1735,red,red,red,red,red,nobody,1,0,0,0,0,9,1,1,2,0
607,blue,916,blue,blue,blue,nobody,nobody,nobody,7,1,0,0,0,0,0,0,0,0
608,blue,1506,blue,blue,blue,nobody,blue,blue,10,2,0,2,1,0,0,0,0,0
609,red,2488,red,red,red,blue,red,nobody,6,0,1,3,0,7,1,0,1,0
610,blue,1578,blue,red,red,blue,blue,red,5,1,1,1,0,7,1,0,1,1
611,red,1367,red,red,red,nobody,red,red,2,0,0,0,0,10,2,0,2,1
612,blue,1599,blue,blue,blue,nobody,blue,nobody,10,2,0,1,0,1,0,0,0,0
613,blue,1697,red,red,blue,nobody,red,nobody,9,2,0,2,0,3,0,0,1,0
614,red,1626,blue,red,red,red,red,nobody,0,0,0,0,0,9,2,1,3,0
615,red,1812,red,red,red,nobody,red,nobody,1,0,0,0,0,11,4,0,3,0
616,blue,2148,red,blue,blue,blue,red,blue,8,2,1,2,1,5,0,0,1,0
617,red,3140,blue,blue,blue,red,blue,nobody,9,3,0,5,0,9,1,2,1,0
618,red,1684,blue,red,red,nobody,red,nobody,1,0,0,0,0,10,3,0,3,0
619,blue,1422,blue,blue,blue,nobody,blue,nobody,10,1,0,2,0,1,0,0,0,0
620,blue,2296,blue,red,blue,red,blue,nobody,10,5,1,2,0,5,0,1,3,0
621,red,2166,blue,red,red,red,blue,blue,5,0,0,2,1,9,2,1,2,0
622,red,1545,blue,red,red,nobody,red,nobody,0,0,0,0,0,9,2,0,3,0
623,red,2200,blue,red,red,red,blue,blue,5,0,0,2,1,11,3,2,2,0
624,blue,1257,blue,blue,blue,nobody,blue,red,10,2,0,2,0,1,0,0,0,1
